Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,381.3999938964844,400.0,381.3999938964844,388.29998779296875,375.6468811035156,385019
2020-06-02,391.95001220703125,398.0,382.5,389.3999938964844,376.7110290527344,321185
2020-06-03,400.04998779296875,405.0,383.0,386.6000061035156,374.0022888183594,586262
2020-06-04,386.20001220703125,399.79998779296875,385.6000061035156,387.54998779296875,374.9213562011719,310962
2020-06-05,391.0,398.70001220703125,390.75,394.6000061035156,381.7416076660156,326922
2020-06-08,400.0,443.70001220703125,395.5,426.6000061035156,412.6988830566406,1145546
2020-06-09,436.8999938964844,436.8999938964844,412.70001220703125,421.75,408.00689697265625,573563
2020-06-10,419.79998779296875,430.0,413.45001220703125,419.79998779296875,406.12042236328125,205168
2020-06-11,421.8999938964844,428.04998779296875,402.29998779296875,405.5,392.28643798828125,164966
2020-06-12,390.0,400.0,387.0,389.79998779296875,377.0980224609375,608509
2020-06-15,391.79998779296875,419.79998779296875,390.20001220703125,411.70001220703125,398.284423828125,432889
2020-06-16,416.25,424.29998779296875,390.20001220703125,400.3999938964844,387.35260009765625,553167
2020-06-17,401.8999938964844,421.79998779296875,398.0,416.1000061035156,402.541015625,419110
2020-06-18,416.0,428.95001220703125,407.1000061035156,416.29998779296875,402.7344970703125,424859
2020-06-19,415.0,456.0,414.95001220703125,446.29998779296875,431.75689697265625,1162740
2020-06-22,452.45001220703125,480.0,450.0,468.70001220703125,453.427001953125,1201899
2020-06-23,474.70001220703125,496.54998779296875,472.0,478.0,462.4239501953125,604255
2020-06-24,481.8999938964844,491.79998779296875,473.29998779296875,474.70001220703125,459.2314758300781,457172
2020-06-25,475.0,488.8999938964844,475.0,477.75,462.1820983886719,547284
2020-06-26,480.0,489.79998779296875,470.0,472.79998779296875,457.39337158203125,388073
2020-06-29,466.20001220703125,483.8999938964844,466.04998779296875,471.3500061035156,455.99066162109375,157050
2020-06-30,473.0,479.95001220703125,466.5,469.8500061035156,454.5395202636719,239027
2020-07-01,470.0,476.95001220703125,470.0,472.5,457.1031799316406,141029
2020-07-02,473.1000061035156,498.79998779296875,471.45001220703125,492.75,476.69329833984375,725668
2020-07-03,494.6000061035156,496.8999938964844,488.20001220703125,492.0,475.9677429199219,230670
2020-07-06,492.0,504.04998779296875,488.20001220703125,493.6000061035156,477.515625,399369
2020-07-07,493.95001220703125,506.0,492.0,500.8500061035156,484.52935791015625,302556
2020-07-08,502.79998779296875,513.5999755859375,499.0,504.70001220703125,488.2539367675781,342789
2020-07-09,505.45001220703125,517.5,495.1000061035156,502.1499938964844,485.7869873046875,527494
2020-07-10,501.75,515.5,498.04998779296875,510.04998779296875,493.4295654296875,404172
2020-07-13,510.04998779296875,518.5,504.04998779296875,509.79998779296875,493.18768310546875,449498
2020-07-14,511.70001220703125,521.9500122070312,505.0,511.45001220703125,494.783935546875,441842
2020-07-15,515.25,532.7999877929688,511.54998779296875,526.9000244140625,509.73052978515625,629677
2020-07-16,533.0,568.9000244140625,533.0,544.3499755859375,526.6118774414062,2342217
2020-07-17,545.0999755859375,549.9000244140625,524.0499877929688,527.1500244140625,509.97235107421875,416751
2020-07-20,529.0,543.9000244140625,527.0999755859375,530.2000122070312,512.9229736328125,340881
2020-07-21,538.0,540.5,527.5499877929688,532.5499877929688,515.1964111328125,344747
2020-07-22,535.9000244140625,539.0,527.0999755859375,530.4000244140625,513.116455078125,416536
2020-07-23,540.0,568.0,535.0,541.0,523.3710327148438,1923867
2020-07-24,538.0,546.7000122070312,532.2000122070312,537.5999755859375,520.081787109375,324545
2020-07-27,535.0,544.0,478.8999938964844,486.8500061035156,470.9855651855469,1472208
2020-07-28,490.0,517.9500122070312,487.5,508.79998779296875,492.2203063964844,1222641
2020-07-29,502.3999938964844,508.0,475.0,477.70001220703125,462.13372802734375,1197208
2020-07-30,481.0,488.0,445.04998779296875,453.95001220703125,439.15765380859375,1126048
2020-07-31,454.04998779296875,473.0,445.29998779296875,455.0,440.1734313964844,874850
2020-08-03,460.0,464.0,448.1499938964844,449.70001220703125,441.5973205566406,503816
2020-08-04,454.04998779296875,457.95001220703125,445.79998779296875,449.20001220703125,441.1063232421875,494263
2020-08-05,453.3999938964844,487.29998779296875,453.29998779296875,484.6499938964844,475.9175720214844,1184496
2020-08-06,488.54998779296875,503.95001220703125,475.75,483.29998779296875,474.5918884277344,727547
2020-08-07,478.3500061035156,498.3999938964844,478.3500061035156,493.1000061035156,484.21533203125,402213
2020-08-10,495.0,495.0,482.0,491.54998779296875,482.6932373046875,247704
2020-08-11,492.79998779296875,504.70001220703125,486.6499938964844,492.3999938964844,483.5279235839844,403359
2020-08-12,492.3999938964844,492.95001220703125,481.6000061035156,483.29998779296875,474.5918884277344,223688
2020-08-13,485.79998779296875,495.6000061035156,485.79998779296875,492.6000061035156,483.7243347167969,374040
2020-08-14,490.25,494.79998779296875,471.3999938964844,479.3999938964844,470.7621765136719,273444
2020-08-17,482.0,487.8500061035156,465.75,468.6499938964844,460.2058410644531,219952
2020-08-18,469.1000061035156,478.0,469.1000061035156,473.0,464.47747802734375,254047
2020-08-19,475.0,479.8500061035156,467.0,468.20001220703125,459.76397705078125,243566
2020-08-20,468.5,477.0,457.1499938964844,460.1499938964844,451.8590087890625,650141
2020-08-21,468.20001220703125,473.0,464.8500061035156,468.25,459.8130798339844,338781
2020-08-24,472.0,487.79998779296875,470.25,485.5,476.75225830078125,1197415
2020-08-25,490.0,508.0,486.1000061035156,504.70001220703125,495.6063232421875,1499891
2020-08-26,507.0,512.4000244140625,492.8999938964844,506.0,496.88287353515625,590316
2020-08-27,500.0,503.54998779296875,488.3999938964844,491.25,482.3986511230469,472511
2020-08-28,491.0,508.0,480.0,490.5,481.66217041015625,13620804
2020-08-31,499.6000061035156,504.6499938964844,471.54998779296875,477.3999938964844,468.7981872558594,1536484
2020-09-01,468.1499938964844,491.0,468.1499938964844,483.3999938964844,474.6900939941406,476892
