Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,30.700000762939453,31.649999618530273,30.299999237060547,30.5,30.02043914794922,29781118
2020-06-02,30.799999237060547,31.399999618530273,30.049999237060547,31.100000381469727,30.611005783081055,27935407
2020-06-03,31.5,32.0,30.75,30.950000762939453,30.46336555480957,21651428
2020-06-04,31.0,31.549999237060547,30.100000381469727,31.100000381469727,30.611005783081055,27576912
2020-06-05,31.5,33.79999923706055,31.299999237060547,33.400001525878906,32.87484359741211,59692433
2020-06-08,34.349998474121094,35.099998474121094,32.29999923706055,32.70000076293945,32.185848236083984,48035123
2020-06-09,33.099998474121094,34.0,31.850000381469727,32.150001525878906,31.64449691772461,32609739
2020-06-10,32.0,32.150001525878906,31.200000762939453,31.600000381469727,31.1031436920166,22449990
2020-06-11,31.600000381469727,32.04999923706055,29.799999237060547,30.0,29.528301239013672,25533048
2020-06-12,28.350000381469727,30.5,28.350000381469727,30.350000381469727,29.872798919677734,22376269
2020-06-15,29.950000762939453,30.25,28.950000762939453,29.299999237060547,28.83930778503418,19196051
2020-06-16,30.5,31.149999618530273,28.799999237060547,29.5,29.036163330078125,48601252
2020-06-17,29.299999237060547,29.799999237060547,28.649999618530273,28.75,28.297954559326172,21696805
2020-06-18,28.850000381469727,29.850000381469727,28.700000762939453,29.649999618530273,29.18380355834961,25097181
2020-06-19,30.0,30.549999237060547,30.0,30.149999618530273,29.67594337463379,22925273
2020-06-22,30.149999618530273,31.450000762939453,30.100000381469727,31.200000762939453,30.709434509277344,27149296
2020-06-23,31.450000762939453,33.04999923706055,31.350000381469727,32.5,31.98899269104004,43338189
2020-06-24,33.25,33.45000076293945,30.399999618530273,30.850000381469727,30.36493682861328,49841902
2020-06-25,30.799999237060547,31.649999618530273,30.5,30.850000381469727,30.36493682861328,32776348
2020-06-26,31.549999237060547,31.600000381469727,30.299999237060547,30.5,30.02043914794922,24735195
2020-06-29,30.649999618530273,30.700000762939453,29.200000762939453,29.549999237060547,29.085376739501953,21563538
2020-06-30,30.0,31.450000762939453,29.899999618530273,30.399999618530273,29.922012329101562,48609424
2020-07-01,30.600000381469727,30.700000762939453,30.0,30.350000381469727,29.872798919677734,22009671
2020-07-02,30.700000762939453,31.600000381469727,30.25,31.200000762939453,30.709434509277344,33997655
2020-07-03,32.400001525878906,32.400001525878906,30.600000381469727,30.850000381469727,30.36493682861328,38153488
2020-07-06,31.350000381469727,32.29999923706055,30.899999618530273,31.850000381469727,31.349214553833008,46787217
2020-07-07,32.20000076293945,33.099998474121094,32.04999923706055,32.45000076293945,31.93977928161621,57552011
2020-07-08,32.95000076293945,37.650001525878906,32.95000076293945,35.349998474121094,34.79418182373047,212530122
2020-07-09,36.0,37.45000076293945,36.0,36.70000076293945,36.122955322265625,70831364
2020-07-10,36.5,37.25,35.0,36.900001525878906,36.3198127746582,59743092
2020-07-13,38.70000076293945,38.70000076293945,35.5,35.75,35.18789291381836,92260691
2020-07-14,35.599998474121094,35.599998474121094,34.04999923706055,34.20000076293945,33.66226577758789,30596065
2020-07-15,34.599998474121094,35.0,33.099998474121094,33.29999923706055,32.77641296386719,24086498
2020-07-16,33.54999923706055,34.900001525878906,32.099998474121094,34.5,33.95754623413086,32958286
2020-07-17,35.29999923706055,36.54999923706055,35.099998474121094,35.400001525878906,34.8433952331543,68818173
2020-07-20,35.400001525878906,35.79999923706055,34.849998474121094,35.54999923706055,34.99103546142578,27638440
2020-07-21,35.599998474121094,36.099998474121094,35.099998474121094,35.849998474121094,35.286319732666016,31595112
2020-07-22,35.79999923706055,36.650001525878906,34.650001525878906,35.150001525878906,34.597328186035156,42531617
2020-07-23,35.150001525878906,35.54999923706055,35.099998474121094,35.150001525878906,34.597328186035156,11579750
2020-07-24,34.79999923706055,34.79999923706055,33.650001525878906,34.349998474121094,33.80990219116211,15870701
2020-07-27,34.349998474121094,34.45000076293945,33.54999923706055,34.0,33.46540832519531,13712354
